id,handle,title,published,body_html_uk,body_html_en
c0cb25d3-116b-4026-a8a0-f31cc949b6fd,dust-bloom,Dust Bloom,true,"<p><span>Укорочений жакет</span><span> з костюмної тканини з чіткою лінією плечей і витонченою геометрією верху. Об’ємні рукави додають глибини й м’якої драматургії, врівноважуючи відкриту талію.</span></p>
<p><span>Особливий акцент — </span><span>комір</span><span> з тієї ж тканини в поєднанні з мереживом. <br></span><span>Подовжена форма з м’якими округлими лініями створює витягнутий силует, поєднуючи графічність конструкції та ніжність мережива. <br></span><span>Цей елемент додає образу авторського характеру та виразності.</span></p>
<p><span>Класичні штани</span><span> вільного крою з кишенями, гульфіком і замком спереду. <br>Декоративні складки на передній частині додають об’єму, створюючи плавну, витончену лінію силуету та підкреслюючи продуману конструкцію виробу.</span><br><span></span></p>","<p><span>A cropped jacket</span><span> crafted from suiting fabric features a sharp shoulder line and refined upper geometry. Voluminous sleeves add depth and soft dramatics, perfectly balancing the exposed waistline.</span></p>
<p><span>A special focal point is the </span><span>collar</span><span>, made from the same fabric combined with lace. <br></span><span>Its elongated shape with softly rounded lines creates an extended silhouette, merging structural precision with the delicacy of lace. <br></span><span>This element infuses the look with an unmistakable signature character and expressiveness.</span></p>
<p><span>Classic loose-fitting trousers</span><span> featuring pockets, a fly, and a front zipper. <br>Decorative pleats at the front add volume, creating a smooth, refined silhouette line and emphasizing the garment's thoughtfully engineered construction.</span><br><span></span></p>"
a91133a5-c9d2-4f0f-a4ad-de62c958fdac,soft-bloom-couture,Soft Bloom Couture,true,"<p><span>Двобортний подовжений піджак<span class=""Apple-converted-space""> </span></span><span>із костюмної тканини</span><span> з чітким силуетом і виразною лінією плечей. <br></span><span>Об’ємні рукави та комір із лацканами створюють стриманий, але впевнений образ. <br></span><span>Спереду – два декоративні клапани та застібка на ґудзики, що додають елегантного акценту.</span></p>
<p><span>Особлива родзинка — роз’ємний комір</span><span>, виконаний із костюмної тканини у поєднанні з фактурним мереживом. <br></span><span>Подовжені, м’яко окреслені краї спадають на плечі, формуючи ефект легкої накидки.<span class=""Apple-converted-space""> </span></span></p>
<p><span>Кльош-штани з мережива</span><span> з декорованою вишивкою, під якими приховані короткі шорти з костюмної тканини. <br></span><span>Висока посадка витягує силует, а плавне розширення від коліна створює елегантну лінію руху.</span><span></span></p>
<p>Цей образ переосмислює класичні форми через текстуру та деталь: стриманий, інтелігентний і водночас виразний. <br>Дизайнерський задум підкреслює витончену елегантність, а якісне мереживо з ручною вишивкою робить виріб справді особливим.<br><span></span></p>","<p><span>An elongated double-breasted jacket<span class=""Apple-converted-space""> </span></span><span>crafted from suiting fabric</span><span> features a sharp silhouette and a bold shoulder line. <br></span><span>Voluminous sleeves and a lapel collar create an understated yet confident look. <br></span><span>The front boasts two decorative flaps and button fastenings, adding an elegant accent.</span></p>
<p><span>The standout feature is the detachable collar</span><span>, executed in suiting fabric combined with textured lace. <br></span><span>The elongated, softly defined edges drape over the shoulders, creating the effect of a delicate cape.<span class=""Apple-converted-space""> </span></span></p>
<p><span>Flared lace trousers</span><span> adorned with embroidery discreetly conceal short suiting fabric shorts beneath. <br></span><span>The high rise elongates the silhouette, while the smooth flare from the knee creates an elegant line of movement.</span><span></span></p>
<p>This look reimagines classic forms through texture and detail: understated, intellectual, and incredibly striking. <br>The designer's vision underscores refined elegance, while the high-quality lace with handcrafted embroidery makes this piece truly exceptional.<br><span></span></p>"
259560e3-b24d-46cb-80d3-60471b321899,poppy-grace,Poppy Grace,true,"<p><span>Піджак із V-подібним вирізом</span><span> з костюмної тканини має чітко вибудуваний силует, що підкреслює плечі та талію. Плавні рельєфи спереду й позаду з внутрішніми складками, об’ємні рукави, які звужуються до низу, та бездоганна посадка створюють відчуття впевненості й гармонії.<br></span></p>
<p><span>Особливий акцент — </span><span>роз’ємний комір</span><span>: графічний, із подовженими плавно округленими краями, що спадають на плечі, утворюючи ефект накидки. Легка хвилеподібність контуру додає руху та пластики, а висока стійка витягує лінію шиї. Контраст молочної основи та чорного мережива підкреслює глибину й художню виразність. <br></span>Роз’ємна конструкція коміра дозволяє трансформувати образ: від декоративного акценту до стриманого мінімалізму.<br><span></span></p>
<p><span>Класична спідниця</span><span> з потайним замком і шліцею позаду, з мереживною вставкою внизу, яка додає образу легкості та витонченої елегантності. Деталь підкреслює дизайнерський задум, перетворюючи класику на сучасну й жіночну річ.</span><br><span></span></p>
<p> </p>","<p><span>A V-neck jacket</span><span> crafted from suiting fabric features a precisely engineered silhouette that accentuates the shoulders and waist. Smooth princess seams at the front and back with internal pleats, voluminous sleeves tapering towards the hem, and an impeccable fit evoke a sense of confidence and harmony.<br></span></p>
<p><span>A special focal point is the </span><span>detachable collar</span><span>: graphic, with elongated, smoothly rounded edges that drape over the shoulders to create a cape effect. The slight undulation of the contour adds movement and plasticity, while the high stand collar elongates the neckline. The contrast of the milky base against black lace emphasizes depth and artistic resonance. <br></span>The detachable collar construction allows the piece to be transformed: from a striking decorative accent to understated minimalism.<br><span></span></p>
<p><span>A classic skirt</span><span> featuring a concealed back zipper and vent, finished with a lace insert at the hem that lends the look an air of lightness and refined elegance. This detail highlights the designer's vision, turning a classic staple into a modern, highly feminine piece.</span><br><span></span></p>
<p> </p>"
35ca2d21-b122-4c2a-967c-b1d7b09923ac,poppy-elegance,Poppy Elegance,true,"<p><span>Жилет із костюмної тканини на запах, доповнений внутрішніми кнопками для фіксації. <br></span><span>Виріб пропрацьований по рельєфах спереду та позаду, із внутрішніми складками, що формують витончений силует і додають конструкції глибини. Комір виконаний із основної тканини у поєднанні з мереживом, що надає образу делікатної елегантності та вишуканого акценту.</span></p>
<p>Спідниця прямого крою, виконана з костюмної тканини, доповнена асиметричною мереживною вставкою напівкльош збоку. <br><span>Такий елемент додає образу легкості, м’якості та динаміки, створюючи витончений акцент у русі.</span></p>","<p><span>A wrap vest crafted from suiting fabric, secured with internal snap buttons. <br></span><span>The garment is meticulously detailed with princess seams at the front and back, featuring internal pleats that shape an elegant silhouette and infuse the construction with depth. The collar is crafted from the main fabric combined with lace, lending the look delicate elegance and a sophisticated accent.</span></p>
<p>The straight-cut skirt, crafted from suiting fabric, is enhanced by an asymmetrical semi-flared lace insert on the side. <br><span>This element brings lightness, softness, and dynamic movement to the look, creating a refined accent in motion.</span></p>"
2edbad63-f51b-4fa7-adba-e76d0f29dcdc,nude-harmony,Nude Harmony,true,"<p><span><strong>Жилет</strong> на чашках із костюмної тканини у поєднанні з мереживом по центру, виконаний у формі корсета. <br></span><span>Рельєфи та вставлені кісточки підкреслюють талію і формують чіткий, витончений силует. <br></span><span>Від лінії талії виріб переходить у баску зі складками, що додає образу жіночності та динаміки. <br></span><span>Позаду застібка на замок забезпечує зручну посадку.</span></p>
<p><strong>Спідниця</strong> класичного прямого крою створює стриманий і елегантний силует. <br><span>Позаду розташований замок і шліца, що додає комфорту в русі та завершеності образу.</span></p>","<p><span><strong>A cupped vest</strong> crafted from suiting fabric, paired with a central lace panel, designed in a structured corset shape. <br></span><span>Princess seams and inserted boning accentuate the waist, forming a sharp, refined silhouette. <br></span><span>From the waistline, the garment transitions into a pleated basque, adding femininity and dynamics to the look. <br></span><span>A back zipper fastening ensures a comfortable and secure fit.</span></p>
<p><strong>A skirt</strong> with a classic straight cut creates an understated and elegant silhouette. <br><span>The back features a zipper and a vent, providing ease of movement and a polished finish.</span></p>"
991f8f7d-66ec-4196-aba7-0fe43379ca59,veil-sharp-grace,Noir Sharp Grace,true,"<p><strong>Блуза</strong> з легкої  органзи з контрастним білим коміром та манжетами додає образу свіжості та витонченості. <br>Пишні рукави створюють ефектний об’єм і підкреслюють романтичний характер виробу. Застібка попереду на ґудзики надає блузі класичного звучання.</p>
<p>Силуетний <strong>корсет</strong> із чітко сформованими рельєфами та кісточками акцентує талію та формує витончений, структурований силует. <br><span>Бокові бочки додають глибини формі й забезпечують ідеальну посадку.</span></p>
<p><strong>Шорти</strong> з рельєфами доповнені вставленими оксамитовими бочками, що створюють виразний контраст фактур і додають образу нотки розкоші. <br><span>Продуманий крій підкреслює фігуру, поєднуючи комфорт і елегантність.</span></p>","<p>A lightweight organza <strong>blouse</strong> featuring a contrasting white collar and cuffs brings freshness and refinement to the look. <br>Voluminous sleeves create striking volume and emphasize the piece's romantic character. A front button fastening lends the blouse a classic resonance.</p>
<p>A fitted <strong>corset</strong> with sharply defined princess seams and boning accentuates the waist and shapes a refined, structured silhouette. <br><span>The side panels add depth to the form and ensure a flawless fit.</span></p>
<p><strong>Shorts</strong> with princess seams are complemented by inserted velvet side panels, creating a striking textural contrast and adding a touch of luxury to the look. <br><span>The thoughtfully engineered cut highlights the figure, beautifully merging comfort with elegance.</span></p>"
037b0948-4bdd-4a39-b097-ef59a4caa3ff,velvet-icon,Velvet Icon,true,"<p><span>Корсет оксамитовий із чашками, кісточками та вираженими бочками формує чіткий, скульптурний силует, підкреслює талію та створює витончену архітектуру форми. <br></span>Особлива увага зосереджена на декольте, оздобленому об’ємними маками ручної роботи. <br><span>Кожна квітка ретельно сформована, щоб передати природну пластику пелюсток, глибину кольору та живу емоцію.<span class=""Apple-converted-space""> </span></span></p>
<p>Спідниця з витонченими вставними клинами понизу, які додають легкості та динаміки руху. <br><span>Такий крій формує красивий розкльошений силует, підкреслює жіночність і створює ефект плавного розкриття при ходьбі. <br></span><span>Ідеально поєднує комфорт і елегантність, додаючи образу вишуканості.</span></p>
<p>Виразний образ, що створює делікатний контраст між стриманою архітектурою та чуттєвою декоративністю.<br><span></span></p>","<p><span>A velvet cupped corset with boning and pronounced side panels forms a sharp, sculptural silhouette, accentuating the waist and creating refined structural architecture. <br></span>Special attention is drawn to the décolleté, adorned with voluminous handcrafted poppies. <br><span>Each flower is meticulously shaped to convey the natural plasticity of petals, depth of color, and vivid emotion.<span class=""Apple-converted-space""> </span></span></p>
<p>The skirt features exquisite inserted wedges at the hem, adding lightness and dynamic movement. <br><span>This cut forms a beautiful flared silhouette, highlighting femininity and creating a smooth blooming effect when walking. <br></span><span>It perfectly merges comfort with elegance, lending the look a sophisticated touch.</span></p>
<p>A striking look that creates a delicate contrast between understated architecture and sensual decorativeness.<br><span></span></p>"
b8e535ed-25dc-459c-aec4-df4d5eab3c32,skarlet-echo,Skarlet Echo,true,"<p><span>Піджак із V-подібним вирізом на запах із внутрішніми закльопками формує чисту, лаконічну лінію силуету. <br></span><span>Рельєфи спереду та позаду переходять у внутрішні складки, які створюють виразну архітектурну форму, підкреслюють талію та додають об’єму в зоні стегон, формуючи елегантний, збалансований силует. <br></span>Рукави об’ємні, зі злегка звуженим низом, що надає формі завершеності та витонченості, підкреслюючи лінію руки. <br>Низ піджака та рукавів оздоблений оксамитовою стрічкою у вигляді гілки, доповненою квітами маків ручної роботи. <br><span></span></p>
<p><span>Кожна квітка створюється окремо вручну, після чого делікатно нашивається на виріб, утворюючи живу, пластичну композицію. На створення піджака витрачається близько двох тижнів кропіткої роботи — десятки годин ручної праці, уваги до деталей і майстерності.</span></p>
<p>Спідниця пряма, виконана з костюмної тканини, з асиметричною оксамитовою вставкою напівкльош збоку, яка додає руху та м’якості образу.<br><span></span></p>","<p><span>A V-neck wrap jacket with concealed snap buttons forms a clean, minimalist silhouette line. <br></span><span>Princess seams at the front and back transition into internal pleats, creating a bold architectural shape, accentuating the waist, and adding volume at the hips for an elegant, balanced silhouette. <br></span>The voluminous sleeves subtly taper towards the hem, granting the form completeness and refinement while highlighting the line of the arm. <br>The hem of the jacket and sleeves is adorned with a velvet ribbon shaped like a branch, complemented by handcrafted poppy flowers. <br><span></span></p>
<p><span>Each flower is individually crafted by hand and then delicately sewn onto the garment, forming a vivid, plastic composition. Creating this jacket takes approximately two weeks of meticulous work — dozens of hours of handcrafting, attention to detail, and true artisanship.</span></p>
<p>A straight skirt crafted from suiting fabric features an asymmetrical semi-flared velvet insert on the side, adding movement and softness to the look.<br><span></span></p>"
ae57fc9f-dabb-43f2-ab2b-f999a1b86f86,field-of-memory,Field of Memory,true,"<p><span>Сукня з легкої органзи з застібкою на ґудзики спереду — витончена основа образу, що поєднує прозорість і чіткість ліній. <br></span><span>Рукави зі складками додають об’єму у верхній частині та м’яко звужуються донизу, візуально подовжуючи силует руки. <br></span><span>Нижня частина сукні декорована нашитими квітами маків ручної роботи — кожна деталь створена з особливою увагою, на що витрачено десятки годин кропіткої праці, щоб передати глибину, текстуру та живу емоцію образу.</span></p>
<p>Корсет із чашками, кісточками та вираженими бочками. <br><span>Виконаний із преміального оксамиту, формує чіткий, скульптурний силует, підкреслює талію та створює витончену архітектуру форми.</span></p>
<p>Образ вирізняється дизайнерським характером і балансом між структурою та легкістю, де кожен елемент продуманий до деталей і несе в собі естетику сучасної жіночності.<br><span></span></p>","<p><span>A lightweight organza dress with a front button fastening serves as a refined foundation for the look, blending transparency with crisp lines. <br></span><span>Pleated sleeves add volume at the top and softly taper towards the bottom, visually elongating the arm silhouette. <br></span><span>The lower part of the dress is decorated with sewn-on handcrafted poppy flowers — every detail is crafted with utmost care, demanding dozens of hours of painstaking labor to convey the depth, texture, and vivid emotion of the piece.</span></p>
<p>A cupped corset with boning and pronounced side panels. <br><span>Crafted from premium velvet, it forms a sharp, sculptural silhouette, accentuating the waist and creating refined structural architecture.</span></p>
<p>The look stands out with its signature designer character and a perfect balance between structure and lightness, where every element is meticulously considered, embodying the aesthetics of modern femininity.<br><span></span></p>"
7a8182d5-01bc-4832-9bb9-7bc18dc2d4fa,baska-nocta,Баска Nocta,true,,
473ec08b-1ad0-42da-9ed3-3daf9c908397,suknya-nocta,Nocta,true,,
2385f45b-e4ab-4ace-99c4-194fb2d73f9f,spidnytsya-petalia-veil,Спідниця Petalia,true,,
066c7bac-8a29-434f-8b30-917cc2551a6f,bluza-petalia-veil,Блуза Veil / Noir,true,"<p><span>Блуза з легкої органзи має вільний силует і об’ємні рукави зі зборами, що формують м’який скульптурний об’єм. <br></span><span>Рукави завершені подовженими манжетами, що додають образу глибини та тактильної виразності. <br></span><span>Застібається спереду на планку з прихованими кнопками, зберігаючи чистоту ліній.<span class=""Apple-converted-space""> </span></span></p>
<p><span>Комір витягнутої форми підкреслює вертикаль силуету та додає образу стриманої інтелігентності.</span></p>","<p><span>The lightweight organza blouse features a loose silhouette and voluminous gathered sleeves that form a soft sculptural volume. <br></span><span>The sleeves are finished with elongated cuffs, adding depth and tactile expressiveness to the look. <br></span><span>Fastens at the front with a concealed snap placket, preserving the purity of its lines.<span class=""Apple-converted-space""> </span></span></p>
<p><span>The elongated collar emphasizes the verticality of the silhouette and lends the piece an air of understated elegance.</span></p>"
4c2391cd-44d4-46d8-861f-029c767d5b41,keyp-pavera,Кейп Poppire,true,,
94cd4701-f8f6-43fc-a7cc-5718c51bb362,suknya-velora,Velora,true,,
820e1654-523a-4feb-a0cb-4e8e1fd73528,spidnytsya-atrum,Спідниця Atrum,true,,
f76e5b98-c123-4602-8032-a50ae6e43bb3,zhaket-atrum,Жакет Atrum,true,,
a08d85bd-c569-4300-aa5d-f7ccc23d448e,spidnytsya-lumen,Спідниця Lumen,true,,
c225a39d-aaaf-42c8-aeeb-99e91afb583f,bluza-umbra,Блуза Umbra,true,,
88b5073f-5bf0-4789-99d8-e0c4ec74c92b,shtany-noir-identity,Штани Noir Identity,true,"<p><strong>Класичні приталені штани</strong> з високою посадкою візуально подовжують силует, створюючи ефект довгих ніг і витонченої вертикалі. <br><span>Декоративні прострочки по канту додають графічності та ритму, підкреслюючи чистоту форм і завершеність образу.</span></p>","<p><strong>Classic tailored high-waisted trousers</strong> visually elongate the silhouette, creating the illusion of endless legs and a refined vertical line. <br><span>Decorative edge stitching adds graphic appeal and rhythm, highlighting the purity of forms and the completeness of the look.</span></p>"
88698104-6fac-491b-8695-49cda5aafc8e,pidzhak-noir-identity,Піджак Noir Identity,true,"<p class=""p1""><strong>Піджак</strong> із V-подібним вирізом на запах із внутрішніми закльопками формує чисту, лаконічну лінію силуету.</p>
<p class=""p1"">Рельєфи спереду та позаду переходять у внутрішні складки, які створюють виразну архітектурну форму, підкреслюють талію та додають об’єму в зоні стегон, формуючи елегантний, збалансований силует.</p>
<p class=""p1"">Рукави об’ємні, зі злегка звуженим низом, що надає формі завершеності та витонченості, підкреслюючи лінію руки.</p>
<p class=""p1"">Піджак виконаний із вишуканого поєднання двох тканин: щільної костюмної, що тримає форму та забезпечує чіткість силуету, і сатину в авторський принт «Маки», який делікатно інтегрується в конструкцію, додаючи образу глибини, світлової гри та художнього звучання. Контраст фактур створює ефект багатошаровості, перетворюючи виріб на виразний дизайнерський об’єкт із характером.</p>
<p class=""p1"">Особливу роль відіграє роз’ємний комір — акцентний, графічний, із чіткою лінією, який трансформує настрій виробу: від стриманої класики до більш виразного, подіумного звучання.</p>","<p class=""p1""><strong>A V-neck wrap jacket</strong> with concealed snap buttons forms a clean, minimalist silhouette line.</p>
<p class=""p1"">Princess seams at the front and back transition into internal pleats, creating a bold architectural shape, accentuating the waist, and adding volume at the hips for an elegant, balanced silhouette.</p>
<p class=""p1"">The voluminous sleeves subtly taper towards the hem, granting the form completeness and refinement while highlighting the line of the arm.</p>
<p class=""p1"">The jacket is crafted from an exquisite blend of two fabrics: dense suiting fabric that holds the shape and ensures silhouette precision, and satin featuring the signature ""Poppies"" print, which integrates delicately into the structure, adding depth, an interplay of light, and artistic resonance. The textural contrast creates a layered effect, transforming the garment into an expressive designer object with true character.</p>
<p class=""p1"">The detachable collar plays a pivotal role — graphic, bold, and sharply defined, it transforms the mood of the piece: from understated classicism to a more striking, runway-ready aesthetic.</p>"
dc781c30-2d84-49bb-9912-e67c96bf676f,shtany-dust-bloom,Штани Dust Bloom,true,"<p class=""p1""><b>Класичні штани</b> вільного крою з кишенями, гульфіком і замком спереду. Декоративні складки на передній частині додають об’єму, створюючи плавну, витончену лінію силуету та підкреслюючи продуману конструкцію виробу.</p>","<p class=""p1""><b>Classic loose-fitting trousers</b> featuring pockets, a fly, and a front zipper. Decorative pleats at the front add volume, creating a smooth, refined silhouette line and emphasizing the garment's thoughtfully engineered construction.</p>"
b50136f2-c2ba-41b9-a4a0-eda501e0a541,pidzhak-dust-bloom,Піджак Dust Bloom,true,"<p class=""p1""><b>Укорочений жакет</b> з костюмної тканини з чіткою лінією плечей і витонченою геометрією верху. Об’ємні рукави додають глибини й м’якої драматургії, врівноважуючи відкриту талію.</p>
<p class=""p1"">Особливий акцент — <b>комір</b> з тієї ж тканини в поєднанні з мереживом.</p>
<p class=""p1"">Подовжена форма з м’якими округлими лініями створює витягнутий силует, поєднуючи графічність конструкції та ніжність мережива.</p>
<p class=""p1"">Цей елемент додає образу авторського характеру та виразності.</p>","<p class=""p1""><b>A cropped jacket</b> crafted from suiting fabric features a sharp shoulder line and refined upper geometry. Voluminous sleeves add depth and soft dramatics, perfectly balancing the exposed waistline.</p>
<p class=""p1"">A special focal point is the <b>collar</b>, made from the same fabric combined with lace.</p>
<p class=""p1"">Its elongated shape with softly rounded lines creates an extended silhouette, merging structural precision with the delicacy of lace.</p>
<p class=""p1"">This element infuses the look with an unmistakable signature character and expressiveness.</p>"
8f34ddec-2feb-47f0-82b4-b309182c7c88,shtany-soft-bloom-couture,Штани Soft Bloom Couture,true,"<p class=""p1""><b>Кльош-штани з мережива</b> з декорованою вишивкою, під якими приховані короткі шорти з костюмної тканини. Висока посадка витягує силует, а плавне розширення від коліна створює елегантну лінію руху.</p>","<p class=""p1""><b>Flared lace trousers</b> adorned with embroidery discreetly conceal short suiting fabric shorts beneath. The high rise elongates the silhouette, while the smooth flare from the knee creates an elegant line of movement.</p>"
d30258cb-6b03-4ff8-b951-f966c58462bb,komir-soft-bloom-couture,Комір Soft Bloom Couture,true,"<p class=""p1"">Цей образ переосмислює класичні форми через текстуру та деталь: стриманий, інтелігентний і водночас виразний. Дизайнерський задум підкреслює витончену елегантність, а якісне мереживо з ручною вишивкою робить виріб справді особливим.</p>","<p class=""p1"">This look reimagines classic forms through texture and detail: understated, intellectual, and incredibly striking. The designer's vision underscores refined elegance, while the high-quality lace with handcrafted embroidery makes this piece truly exceptional.</p>"
8a5292bd-05d9-4a0f-a7f5-8e062c681bbe,pidzhak-soft-bloom-couture,Піджак Soft Bloom Couture,true,"<p class=""p1""><strong>Двобортний подовжений піджак</strong></p>
<p class=""p1"">із костюмної тканини з чітким силуетом і виразною лінією плечей. Об’ємні рукави та комір із лацканами створюють стриманий, але впевнений образ. Спереду – дві декоративні клапани та застібка на ґудзики, що додають елегантного акценту.</p>
<p class=""p1""><b>Особлива родзинка — роз’ємний комір</b>, виконаний із костюмної тканини у поєднанні з фактурним мереживом.</p>
<p class=""p1"">Подовжені, м’яко окреслені краї спадають на плечі, формуючи ефект легкої накидки.</p>","<p class=""p1""><strong>An elongated double-breasted jacket</strong></p>
<p class=""p1"">crafted from suiting fabric features a sharp silhouette and a bold shoulder line. Voluminous sleeves and a lapel collar create an understated yet confident look. The front boasts two decorative flaps and button fastenings, adding an elegant accent.</p>
<p class=""p1""><b>The standout feature is the detachable collar</b>, executed in suiting fabric combined with textured lace.</p>
<p class=""p1"">The elongated, softly defined edges drape over the shoulders, creating the effect of a delicate cape.</p>"
011b3a5e-e51d-4498-8988-4fc263cc1b62,spidnytsya-velvet-icon,Спідниця Velvet Icon / Linea,true,"<p class=""p1"">Спідниця з витонченими вставними клинами понизу, які додають легкості та динаміки руху.</p>
<p class=""p1"">Такий крій формує красивий розкльошений силует, підкреслює жіночність і створює ефект плавного розкриття при ходьбі.</p>
<p class=""p1"">Ідеально поєднує комфорт і елегантність, додаючи образу вишуканості.</p>
<p class=""p1""><em>Виразний образ, що створює делікатний контраст між стриманою архітектурою та чуттєвою декоративністю.</em></p>","<p class=""p1"">The skirt features exquisite inserted wedges at the hem, adding lightness and dynamic movement.</p>
<p class=""p1"">This cut forms a beautiful flared silhouette, highlighting femininity and creating a smooth blooming effect when walking.</p>
<p class=""p1"">It perfectly merges comfort with elegance, lending the look a sophisticated touch.</p>
<p class=""p1""><em>A striking look that creates a delicate contrast between understated architecture and sensual decorativeness.</em></p>"
bfd36075-7378-4b89-a501-d980a1bd2051,korset-velvet-icon,Корсет Velvet Icon,true,"<p class=""p1"">Корсет оксамитовий із чашками, кісточками та вираженими бочками формує чіткий, скульптурний силует, підкреслює талію та створює витончену архітектуру форми.</p>
<p class=""p1"">Особлива увага зосереджена на декольте, оздобленому об’ємними маками ручної роботи.</p>
<p class=""p1"">Кожна квітка ретельно сформована, щоб передати природну пластику пелюсток, глибину кольору та живу емоцію.</p>","<p class=""p1"">A velvet cupped corset with boning and pronounced side panels forms a sharp, sculptural silhouette, accentuating the waist and creating refined structural architecture.</p>
<p class=""p1"">Special attention is drawn to the décolleté, adorned with voluminous handcrafted poppies.</p>
<p class=""p1"">Each flower is meticulously shaped to convey the natural plasticity of petals, depth of color, and vivid emotion.</p>"
aab7b13b-901b-4ece-835b-f40e8e7fb1fe,spidnytsya-scarlet-echo,Спідниця Scarlet Echo,true,"<p class=""p1"">Спідниця пряма, виконана з костюмної тканини, з асиметричною оксамитовою вставкою напівкльош збоку, яка додає руху та м’якості образу.</p>","<p class=""p1"">A straight skirt crafted from suiting fabric features an asymmetrical semi-flared velvet insert on the side, adding movement and softness to the look.</p>"
2f9353f7-1401-4450-8d3f-a4ef144d9280,pidzhak-scarlet-echo,Піджак Scarlet Echo,true,"<p class=""p1"">Піджак із V-подібним вирізом на запах із внутрішніми закльопками формує чисту, лаконічну лінію силуету.</p>
<p class=""p1"">Рельєфи спереду та позаду переходять у внутрішні складки, які створюють виразну архітектурну форму, підкреслюють талію та додають об’єму в зоні стегон, формуючи елегантний, збалансований силует.</p>
<p class=""p1"">Рукави об’ємні, зі злегка звуженим низом, що надає формі завершеності та витонченості, підкреслюючи лінію руки.</p>
<p class=""p1"">Низ піджака та рукавів оздоблений оксамитовою стрічкою у вигляді гілки, доповненою квітами маків ручної роботи.</p>
<p class=""p1"">Кожна квітка створюється окремо вручну, після чого делікатно нашивається на виріб, утворюючи живу, пластичну композицію. На створення піджака витрачається близько двох тижнів кропіткої роботи — десятки годин ручної праці, уваги до деталей і майстерності.</p>","<p class=""p1"">A V-neck wrap jacket with concealed snap buttons forms a clean, minimalist silhouette line.</p>
<p class=""p1"">Princess seams at the front and back transition into internal pleats, creating a bold architectural shape, accentuating the waist, and adding volume at the hips for an elegant, balanced silhouette.</p>
<p class=""p1"">The voluminous sleeves subtly taper towards the hem, granting the form completeness and refinement while highlighting the line of the arm.</p>
<p class=""p1"">The hem of the jacket and sleeves is adorned with a velvet ribbon shaped like a branch, complemented by handcrafted poppy flowers.</p>
<p class=""p1"">Each flower is individually crafted by hand and then delicately sewn onto the garment, forming a vivid, plastic composition. Creating this jacket takes approximately two weeks of meticulous work — dozens of hours of handcrafting, attention to detail, and true artisanship.</p>"
58c45575-d0c5-462f-9769-ad2c96126703,bluza-field-of-memory,Корсет Field of Memory / Velour Poetry,true,"<p class=""p1"">Корсет із чашками, кісточками та вираженими бочками.</p>
<p class=""p1"">Виконаний із преміального оксамиту, формує чіткий, скульптурний силует, підкреслює талію та створює витончену архітектуру форми.</p>
<p class=""p2"">Образ вирізняється дизайнерським характером і балансом між структурою та легкістю, де кожен елемент продуманий до деталей і несе в собі естетику сучасної жіночності.</p>","<p class=""p1"">A cupped corset with boning and pronounced side panels.</p>
<p class=""p1"">Crafted from premium velvet, it forms a sharp, sculptural silhouette, accentuating the waist and creating refined structural architecture.</p>
<p class=""p2"">The look stands out with its signature designer character and a perfect balance between structure and lightness, where every element is meticulously considered, embodying the aesthetics of modern femininity.</p>"
c077c422-8b32-4a9c-a841-7ef8d24c65e9,suknya-field-of-memory,Сукня Field of Memory,true,"<p class=""p1"">Сукня з легкої органзи з застібкою на ґудзики спереду — витончена основа образу, що поєднує прозорість і чіткість ліній.</p>
<p class=""p1"">Рукави зі складками додають об’єму у верхній частині та м’яко звужуються донизу, візуально подовжуючи силует руки.</p>
<p class=""p1"">Нижня частина сукні декорована нашитими квітами маків ручної роботи — кожна деталь створена з особливою увагою, на що витрачено десятки годин кропіткої праці, щоб передати глибину, текстуру та живу емоцію образу.</p>
<p class=""p1"">Образ вирізняється дизайнерським характером і балансом між структурою та легкістю, де кожен елемент продуманий до деталей і несе в собі естетику сучасної жіночності.</p>","<p class=""p1"">A lightweight organza dress with a front button fastening serves as a refined foundation for the look, blending transparency with crisp lines.</p>
<p class=""p1"">Pleated sleeves add volume at the top and softly taper towards the bottom, visually elongating the arm silhouette.</p>
<p class=""p1"">The lower part of the dress is decorated with sewn-on handcrafted poppy flowers — every detail is crafted with utmost care, demanding dozens of hours of painstaking labor to convey the depth, texture, and vivid emotion of the piece.</p>
<p class=""p1"">The look stands out with its signature designer character and a perfect balance between structure and lightness, where every element is meticulously considered, embodying the aesthetics of modern femininity.</p>"
7c0a7594-a28f-4899-9997-d8d8c7c4d763,gift-certificate-from-nadiya-dumka,Подарунковий сертифікат від Надії Думки,true,"<p>Не знаєте, що подарувати близькій людині? <br>Подарунковий сертифікат від Надії Думки — завжди правильний вибір. <br>Він дарує свободу обрати саме те, що принесе радість. <br><br>Виберіть номіналь сертифіката від 1 000 грн і подаруйте справді приємний досвід покупок.</p>","<p>Not sure what to gift a loved one? <br>A gift certificate from Nadiya Dumka is always the perfect choice. <br>It offers the ultimate freedom to choose exactly what brings joy. <br><br>Select a certificate value starting from 1,000 UAH and gift a truly delightful shopping experience.</p>"
